"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Zfp423.34",-0.0163897515024283,0.469600056569733,-4.17629045412376,7.97424747385041e-05,0.00187863889016299,-0.397443134940811
"Pbx1.39",-0.0164119668953358,0.837935812105512,-4.17560344978062,7.99374602471463e-05,0.00188173670321261,-0.399796430975491
"Ddx3x.1",0.0236786868490691,0.69250101069277,4.17437808222599,8.02863858269624e-05,0.00188845048948705,-0.403993265277306
"Rgma",-0.015044458689166,0.108021875377169,-4.17408732509789,8.03693947568774e-05,0.00188890384806469,-0.404988984599666
"Ebf1.38",-0.0154378321427022,0.77477746512974,-4.17370044414233,8.04799746249458e-05,0.0018900039682722,-0.40631382042033
"Lrmda.87",-0.0295580225071992,0.604250706296676,-4.17320711530502,8.06211926711949e-05,0.00189182128835804,-0.408003066113244
"Eva1c.1",0.0271427294896538,0.396116235661298,4.17288401695913,8.0713810770689e-05,0.00189224706974314,-0.409109345224087
"Setd5.7",0.0134813423615162,0.831638387825013,4.17269851447009,8.07670325345032e-05,0.00189224706974314,-0.409744476218819
"Sptbn1.2",0.0127341975588966,0.901709226715097,4.17189306560486,8.09985132738673e-05,0.00189480889949387,-0.412502001846823
"Rbm27.7",0.00652352382979657,0.930411920918188,4.17127602466365,8.10042472469796e-05,0.00189480889949387,-0.41295486592051
"Mapkap1.21",-0.0181551038025038,0.740356450051906,-4.17084678358102,8.13001632056021e-05,0.00189886450164072,-0.416083548098419
"Osr2.3",0.0214035249201475,0.31561336576948,4.17082737787659,8.13057682148015e-05,0.00189886450164072,-0.416149970839862
"Zc3h14.1",0.0218542347552071,0.626185849916039,4.17008457854557,8.15205935174469e-05,0.00190238254336738,-0.418692314556747
"Comtd1.2",-0.0217797677987876,0.474066998807424,-4.16818517397477,8.20724128978895e-05,0.0019137530299408,-0.425192037598459
"Herc1.6",0.0148474894079632,0.845980431198664,4.1676448685449,8.22300404459302e-05,0.00191592115463525,-0.427040615757205
"Iqcm",0.0325813168291363,0.604229517174443,4.16675787946161,8.24894418020985e-05,0.00192045529197863,-0.430075000077681
"Syt7.1",-0.0160608037698666,0.143373879496543,-4.16509822599745,8.29769306980505e-05,0.00193028830070496,-0.435751587110863
"Gm9321",-0.015051606544659,0.863181053137221,-4.16485976681692,8.30472009423317e-05,0.00193040776025717,-0.436567084296166
"Adamts6.9",0.0334472372200308,0.903820219756879,4.16432706480208,8.32043873038439e-05,0.00193180002351347,-0.438388746206842
"Sez6.6",-0.0189715678863722,0.23115154996784,-4.16390201822841,8.33300130602599e-05,0.00193180002351347,-0.439842158826171
"Arih1.1",0.0190803287630127,0.865931814542327,4.16363690992711,8.34084604094431e-05,0.00193180002351347,-0.440748628686115
"Otog",-0.01960241117921,0.428028008086887,-4.16356993135044,8.34282910884306e-05,0.00193180002351347,-0.440977639079434
"Zfp536.77",-0.0233002686565404,0.116729158534691,-4.16355400532234,8.34330070552767e-05,0.00193180002351347,-0.441032092362471
"Gm47893.1",0.0315445450198649,0.490989971662248,4.16303200625189,8.35877221573916e-05,0.00193387144541656,-0.442816807404316
"Grin2b",0.0138982194343134,0.733769949224966,4.16213028889112,8.38556335667918e-05,0.00193770676775565,-0.445899451773041
"Gm9211.2",-0.0289042628059348,0.431981194740487,-4.16203410780302,8.38842589678612e-05,0.00193770676775565,-0.446228235502115
"Cxxc5.6",-0.0165265711551691,0.633974554801253,-4.15927994433362,8.47079610958108e-05,0.001955210158097,-0.455641014326305
"Gm46443.2",-0.0085098461360741,0.920996992835109,-4.15815621408104,8.48923277029943e-05,0.0019572963091182,-0.458065312155423
"Zbtb7a.1",0.0104418981502207,0.787528156600824,4.15840182891723,8.49304266128829e-05,0.0019572963091182,-0.458257047165922
"Rpl28.ps2.1",-0.0307513213568156,0.511588056056602,-4.15744441772162,8.5261245303769e-05,0.00196339357192525,-0.461912057311625
"Gm43015",0.0260028583364115,0.674437800643477,4.15545994842658,8.58633439419121e-05,0.00197572354379383,-0.468690021892384
"Gm27233.1",0.0144874988921263,0.788950296039826,4.15512942249621,8.59640245974132e-05,0.00197650566097249,-0.469818739084961
"Gm50479.4",-0.0200627033979205,0.773327804626724,-4.15357162437289,8.64400753872572e-05,0.00198591047616445,-0.475137730835558
"Hoxc6.1",-0.0132271619048134,0.231143831199063,-4.15295304233719,8.66298130930792e-05,0.00198872794007714,-0.477249490907938
"Mknk1.1",-0.0257173015817076,0.591991505091037,-4.15227678631708,8.68377004161331e-05,0.0019919573740193,-0.479557918371951
"Fev.1",-0.0129214344137215,0.185847053376813,-4.1515643194691,8.70572393643536e-05,0.00199544888092912,-0.481989699555388
"Dazap1.4",0.0283985387970312,0.87695000655416,4.14905288000538,8.7835386331424e-05,0.00201060682521866,-0.490559632503933
"Btrc.47",0.00520072274425337,0.930007624930504,4.14840419172447,8.78542308147979e-05,0.00201060682521866,-0.491147143802461
"Mecom.2",0.0131000081183528,0.934309893003853,4.14847376273291,8.80157693374625e-05,0.00201119765293321,-0.492535329717131
"Prpf39.4",0.00731857236323681,0.909952740626802,4.14794099409675,8.79985649591335e-05,0.00201119765293321,-0.492727914785402
"Ddx1",-0.0122754162444617,0.851747451194748,-4.14785005949987,8.82104392150543e-05,0.00201409305625313,-0.494662942523592
"Gm28308.84",0.0227049171982052,0.478452546326357,4.14761886206192,8.82827057774699e-05,0.00201419134035941,-0.495451565999286
"Zfp536.59",-0.0182956437417597,0.843691996247826,-4.14561801796791,8.89105078017673e-05,0.00202695439978537,-0.502275377409672
"Mapkap1.31",0.0271243194798164,0.76599980400948,4.14516179890998,8.90542561495721e-05,0.00202711289516503,-0.503831009461759
"Epha5",0.00587760267239395,0.943445414267737,4.1446243276679,8.90387471535001e-05,0.00202711289516503,-0.504043598258823
"Tank.16",0.0125973873403646,0.06998959314059,4.14493984450851,8.91242718843914e-05,0.00202714968982173,-0.504587798872363
"X1700113H08Rik.3",-0.0212800566591617,0.865973160729307,-4.14469738567864,8.92008163828495e-05,0.00202733481222279,-0.505414472536832
"Btrc.5",-0.0147703958793271,0.569219444156738,-4.14424962326084,8.93423419844882e-05,0.00202899539417186,-0.506941058137442
"Gm7675",-0.022920106968612,0.467438988163019,-4.14363702207498,8.95363192267396e-05,0.00203184371586744,-0.509029472481881
"Kcnma1.8",0.0185133074430058,0.744187411823164,4.14236688528905,8.99397957887474e-05,0.00203943820029924,-0.513358872505296
"Pou3f1.61",-0.0241962904359766,0.545416938566864,-4.14201058661939,9.00532932968561e-05,0.00204045065247624,-0.514573206563386
"Tnrc6a.14",0.0347561898239397,0.828909861538678,4.14144024085242,9.02352619725987e-05,0.00204301180984103,-0.516516918273286
"Gm11221.3",0.0158277563551959,0.851210540405054,4.14115424192248,9.03266431843999e-05,0.00204351963668401,-0.517491526306802
"Camk2a.2",0.0388858664159467,0.677171890228176,4.13992876283398,9.07192138796865e-05,0.0020508355009552,-0.521667155824481
"Kif1b.1",0.00771453443561806,0.884434380976472,4.1386859769747,9.0930817912152e-05,0.0020540523250476,-0.524289711083456
"Dnajb5.1",0.0264871916859926,0.640125549124089,4.13766172259004,9.14497765869232e-05,0.00206420184973849,-0.529389706742936
"Cntln",0.0270012555953534,0.787341538075279,4.13707973646,9.16382363378084e-05,0.00206688159082468,-0.531371784626011
"Tmem63b.4",0.00531963806716859,0.929200284986449,4.1355123445304,9.19578202409365e-05,0.0020725124855366,-0.535102390559152
"Sox5.50",-0.0300885226086634,0.543531362075788,-4.13527406625127,9.22253360175181e-05,0.00207696222154345,-0.537520269728184
"Dennd1a.6",-0.0359129350501734,0.602913683466516,-4.1341182568886,9.26030388653335e-05,0.00208386801536522,-0.541455033061293
"Zeb2.63",0.00791052714778635,0.866267921513132,4.13332360860155,9.26726066825711e-05,0.00208386801536522,-0.542556465111334
"Hnrnpdl.1",0.00952927585116149,0.913479748997399,4.13304498752917,9.28595792426253e-05,0.00208536360665931,-0.544307415830041
"Gm26897",0.0220474569304992,0.572828792545734,4.13319543346973,9.29056745445176e-05,0.00208536360665931,-0.544596139765505
"Nsfl1c",0.0137609507996319,0.771469022768275,4.13305988160043,9.29502083340737e-05,0.00208536360665931,-0.545057494298394
"Spata17.3",-0.0231894286401745,0.647625101285853,-4.13118406422179,9.35685989071749e-05,0.00209672566133986,-0.551440917966389
"Meis2.77",-0.0396813285523815,0.237208780111223,-4.130884757644,9.36676356131434e-05,0.00209672566133986,-0.552459293115635
"Snx24.3",0.0185932200061098,0.853719967941846,4.13088098057561,9.36688860415688e-05,0.00209672566133986,-0.552472144100204
"Casz1.34",0.0188574443704474,0.907505027687959,4.12987895958297,9.40011816495543e-05,0.00210257586456441,-0.555881130403579
"Gm9341.21",0.0087935154932368,0.912529814072899,4.12881794293974,9.42107038387692e-05,0.00210567317471312,-0.558304792563402
"Npepps",0.0257859430743029,0.845703055613263,4.12901428986985,9.42888405906512e-05,0.00210583147594961,-0.558822416023856
"Pcdh17.10",0.0233959687480458,0.685213955189189,4.12805136902237,9.46101837529845e-05,0.00211141718063795,-0.562097461383201
"Ephb2.12",-0.00982701190396592,0.922427300086515,-4.12737533633435,9.47586236410952e-05,0.00211233518931582,-0.563757743573223
"Chd3.1",0.0244720738685351,0.740360038359364,4.1275023705946,9.4793865836287e-05,0.00211233518931582,-0.563964477172904
"Camta1.17",-0.0208350017977375,0.801778206580986,-4.12676167963926,9.50422282082776e-05,0.00211627837521317,-0.566483147946291
"Prpf40b.9",0.0221315439249243,0.871007172757885,4.1261659639261,9.52424333420022e-05,0.00211914414185955,-0.56850863435734
"Sdccag8.4",-0.0195809756755045,0.780501233231202,-4.1247891866434,9.57066892005678e-05,0.00212787632996041,-0.573189098013815
"Nfix.5",-0.0243220047391346,0.669222288591801,-4.12422377045673,9.58979809613186e-05,0.00213053108077256,-0.575110991450428
"Ranbp17.8",-0.0190950798086868,0.878235266370543,-4.12384044423337,9.60278774029564e-05,0.00213181887834563,-0.576413852989152
"Zfp536.8",-0.029412863848659,0.180469955607217,-4.12313826465815,9.62662622613912e-05,0.00213551138820423,-0.5788002465412
"Gm11679.3",-0.0257339657644588,0.628017777801875,-4.1228611156333,9.63605091354337e-05,0.002136003297866,-0.579742081638311
"Eri3.68",-0.0161628828622109,0.806194317178656,-4.12218000960606,9.65925027304808e-05,0.00213954559299197,-0.582056514399764
"Ldb1.5",-0.0164209868327275,0.833887869036866,-4.12172795654519,9.6746774803079e-05,0.00214136233371087,-0.583592481095848
"Rbfox1.13",0.0122324377629493,0.881822755447202,4.12048393433596,9.71725481611496e-05,0.00214918120138208,-0.587818821069442
"Lrrc8d.1",0.0302586764922831,0.877395214965165,4.12006710702829,9.73156127843125e-05,0.00215074035502511,-0.589234737153161
"Ilf3.7",0.0108397174507102,0.893560308452,4.11811870802496,9.79695188845212e-05,0.00216217612139964,-0.595712982556982
"Fam53a.5",-0.0183809527850479,0.868878964696035,-4.11814207608934,9.79789631555053e-05,0.00216217612139964,-0.595772686490763
"Sox6.2",-0.0260745417723455,0.294357834049186,-4.11752021399819,9.81941809264249e-05,0.00216531319949141,-0.597884295838761
"Lmo1.39",-0.0291089544669909,0.645230711142155,-4.11719267195935,9.83077216205843e-05,0.00216620516406636,-0.598996424635346
"Arid1b.5",0.0344615489314175,0.405559388349967,4.113302246006,9.96660232191474e-05,0.00219450366281268,-0.612201635635834
"Gm18079",-0.0210027592216543,0.768454250621525,-4.11297561154341,9.97808829935339e-05,0.00219540165499582,-0.613309968637833
"Tpm1.6",0.0173021553087916,0.852536323518249,4.11207801748719,0.000100097175343236,0.00219964246218251,-0.616355391302078
"Son.12",0.016334448502018,0.883190484843828,4.11200749610771,0.000100122066386078,0.00219964246218251,-0.616594643673285
"Zfr.10",0.0129507434771774,0.839724821729666,4.11025655817888,0.000100741987406093,0.00221162243018844,-0.62253408612669
"Gm45647.22",-0.0274975355989213,0.628485175659035,-4.10971936727194,0.000100932920041137,0.00221417390914817,-0.624355998644965
"Agbl5.3",-0.0216913213839267,0.445814321613266,-4.10902111236233,0.00010118162016855,0.00221798792672731,-0.62672394455685
"Gm50479",-0.0182405593011025,0.754281313508673,-4.10778080980977,0.000101624839091812,0.00222605717380934,-0.630929476365922
"Echdc1",0.00694460916251567,0.886313617243839,4.10693398827672,0.000101723274531622,0.0022265677158742,-0.632235160173265
"Hibadh.10",0.0373841566066293,0.772546299580823,4.10540167310722,0.00010248025497747,0.00224148141458839,-0.638994249997399
"Abca1.5",0.0356952332042049,0.868193164412781,4.10439305622845,0.000102844990705852,0.00224780013978565,-0.642412360852902
"Rbfox1.24",-0.0158513305255251,0.091779790759406,-4.10379374271216,0.000103062305870511,0.00225088987404889,-0.644443129165251
"A830031A19Rik.8",-0.0180845649349015,0.131841507841232,-4.10270885954984,0.00010345681686454,0.00225784218071751,-0.648118770293317
"Nfatc3.1",0.0122484244290099,0.900188365300174,4.10143904992388,0.000103920422019391,0.00226452722936602,-0.652420173715329
"Nfix.13",-0.0236136532963668,0.561951096418278,-4.10140125304102,0.000103934252197363,0.00226452722936602,-0.652548195505567
"Cbx5.2",-0.0124805956397242,0.930869440858853,-4.10124250278479,0.00010399235952246,0.00226452722936602,-0.65308589024025
"Pola1.37",0.0214272813672853,0.848142246090055,4.10055407335567,0.000104244707291659,0.00226835564611079,-0.655417481861473
"Glyctk.1",0.00883952246901081,0.484808922173206,4.09911753329512,0.00010462488258635,0.00227495792018464,-0.659183140113694
"Map3k20.4",-0.019724468619219,0.575109339468539,-4.09918126460298,0.000104749679196355,0.00227600164394601,-0.660066210998257
"Zeb2.90",-0.0172247960985871,0.217171445103452,-4.09862319145949,0.000104955632467752,0.00227880591900862,-0.661955727968018
"Srsf5.3",0.0254493479628943,0.901021281812759,4.09670358160299,0.00010566703258991,0.00229257236081052,-0.668453878879806
"Amot.2",-0.0402573510583111,0.698359292113757,-4.09550998535926,0.000106111712712882,0.00230053608608024,-0.672493402006029
"Phf21a.16",-0.0414683722832095,0.535741789175161,-4.09516256771949,0.000106241482947726,0.0023016658114925,-0.673669038153329
"Nrxn3.33",0.0200053139894547,0.830276262503105,4.09485466901498,0.000106356619425169,0.00230247708539353,-0.674710892437775
"Unc79.11",0.0139163909434529,0.8175089832346,4.09345969731584,0.000106879765358266,0.00231211358096565,-0.679430517238922
"Nipbl",0.0102527761541533,0.86394927912914,4.09305387763655,0.000106980816271019,0.00231261156223499,-0.680429467713588
"Ebf1.10",0.0301402396515793,0.780744986238526,4.09170465743906,0.000107541463997112,0.00232303671172186,-0.685366921779893
"Hdac9.20",-0.0353483347762269,0.668160904461221,-4.09018246210668,0.000108118565204845,0.00233249101363294,-0.690514428965191
"Dok5",0.0109953382684335,0.873645546875713,4.09007130011217,0.000108154615045813,0.00233249101363294,-0.690845787690213
"Ralgapa1.1",0.00313353219367536,0.970825807363385,4.08936288137396,0.000108215242559817,0.00233249101363294,-0.691745372616973
"Smarca2",-0.00763740209358645,0.0558020970178165,-4.08914625261504,0.000108297715988767,0.00233257224473771,-0.692478048646383
"Gm13975.3",-0.0195309655364654,0.469900945137404,-4.08780961035128,0.00010902411972166,0.00234651258982632,-0.698536129032643
"Tnrc6b.12",0.0323370346978545,0.501644691223537,4.08451039925927,0.000110295340353052,0.0023721502191897,-0.709684599300034
"Kcnip1.3",0.0265703536398886,0.590719065559919,4.08395502141526,0.000110510731186359,0.00237505912992757,-0.711560734103822
"Luc7l2.6",0.0190105522383601,0.841637983177454,4.08280682929514,0.000110957315915935,0.00238292896507288,-0.715438956345358
"Galntl6.1",-0.0328628269983137,0.640962692749656,-4.082248120525,0.000111175251083852,0.0023858804608053,-0.717325844362232
"Zbtb20.70",0.0319431969179928,0.631613844888062,4.08069052778251,0.000111784997302862,0.00239723007602383,-0.722585329530196
"Btbd11.4",-0.0163646439179469,0.710211351617522,-4.08017596243176,0.000111987138870467,0.00239982851388577,-0.724322570236835
"Zfp335",0.0235861716532544,0.733525112761273,4.07994889992429,0.000112076449785979,0.00240000703923921,-0.725089119155571
"Ush2a.2",-0.018133944488747,0.839181060075815,-4.07922321141762,0.000112362345963574,0.00240439194752524,-0.727538817173421
"Hnrnpk.4",0.0213651513503244,0.644985343342939,4.07880925280503,0.000112525745525083,0.00240523489335261,-0.728936088590786
"Fbxl14.3",-0.0135480869254097,0.235498694845279,-4.07871229139689,0.000112564051593619,0.00240523489335261,-0.729263358083911
"Tshz3.40",-0.0132253686442515,0.901759899538871,-4.07770099096002,0.000112964329728361,0.00241145740071145,-0.732676461083345
"Tank.7",0.0107766625859719,0.0567062250635588,4.07752281538906,0.000113017995397247,0.00241145740071145,-0.733161359031993
"X0610010K14Rik.7",-0.027221724060288,0.383405703181592,-4.07731794469117,0.000113116298816896,0.00241181852376716,-0.733969088480693
"Camkmt.10",-0.014709271563617,0.918915162761087,-4.07691558017342,0.000113276144024864,0.00241349035259878,-0.735326824281663
"Disp3",0.0100693618071977,0.825398569495503,4.07507649668349,0.000113944482001177,0.00242538104511482,-0.741090105005275
"Ahcyl1.3",-0.0232533643611002,0.844865166589152,-4.07510553920497,0.00011399790113186,0.00242538104511482,-0.741433561721964
"Col5a1",-0.0155535302270512,0.731794773040696,-4.07465397273051,0.000114178652520556,0.00242748402062533,-0.742956793831386
"Adamts8",-0.00653152511513006,0.0896476777731252,-4.07297119691649,0.000114629623839738,0.00243532484712425,-0.747115348914013
"Cabin1",0.0184928738578749,0.957555314660955,4.07274524245047,0.000114945722729359,0.00244029110639685,-0.749394173495057
"Dlx3",-0.0107509173477159,0.196619105287215,-4.07183377915142,0.000115296023220471,0.00244597583406236,-0.752348520202342
"Gm11889.3",0.0213661986829443,0.756620868633861,4.07039421757288,0.000115897355593316,0.00245697419722396,-0.757320602867571
"Gm12902.5",-0.0224025678878672,0.4571106978575,-4.06863557153817,0.00011661415971623,0.0024690955723246,-0.763247939066824
"Rps18.ps2",0.0277696390729739,0.263801831202985,4.06858275577106,0.000116635752648866,0.0024690955723246,-0.763425924023763
"Cabp7.1",0.00831990078213472,0.92934109728515,4.06568870341052,0.000117626762259443,0.00248829718278595,-0.771876217444254
"Gli3",0.0153009850530709,0.866635676324254,4.06556875488861,0.00011787437435577,0.00249016010971854,-0.773580435300244
"Ddr2.3",-0.0256872672358578,0.706701423575183,-4.06486027689209,0.000118167358982824,0.00249016010971854,-0.775966683603013
"Gm20517",0.0171950320897634,0.890923168724586,4.06481094493042,0.000118187785831454,0.00249016010971854,-0.776132830374721
"Rpl17.ps6.1",-0.0169110634662648,0.706434376012559,-4.06470428897895,0.000118231960392199,0.00249016010971854,-0.776492036154748
"Gart",0.00997244199978538,0.893370189904048,4.06436691223878,0.000118299354343845,0.00249016010971854,-0.777155246027086
"Limch1.1",-0.022933890951709,0.348542757251536,-4.06434767493055,0.000118379777481985,0.00249016010971854,-0.777693030405572
"Gm8863",-0.0208018713155245,0.255934033284143,-4.06433025517382,0.000118387002550644,0.00249016010971854,-0.777751694430441
"Kmt2c.1",0.00479128772486099,0.93912876914149,4.0638473166107,0.000118356838660468,0.00249016010971854,-0.777873958502123
"Ildr2.2",0.0132429121884832,0.880543350850568,4.06273498215641,0.00011905046368513,0.00250233942711786,-0.783123372446662
"Usp28",0.00834779240545653,0.902387485794802,4.06185145723351,0.00011922175667929,0.00250416385733815,-0.784818095383391
"Irx3.22",-0.0190664620390625,0.8124853070724,-4.06124167230199,0.000119674758845593,0.00251189860333347,-0.788150499314122
"Msh5",0.015957634163013,0.781778963677307,4.05778144616145,0.000121133470087646,0.002540716668781,-0.799794594930481
"Nuak1.1",0.0300540195231657,0.712193183223721,4.05729427262893,0.000121340213779823,0.0025432531229085,-0.80143348739751
"Fam172a.1",-0.0185345123095058,0.83096125242005,-4.05703960929316,0.000121448421250482,0.00254372216296858,-0.802290146241857
"Zfp521.51",0.0170401772069915,0.784895824412962,4.05521288730965,0.000122227327547119,0.0025582283238093,-0.808434029287518
"Rnf103.2",0.00929036494242101,0.903208079280939,4.05458556386822,0.000122372221731919,0.00255945344775504,-0.809763819498259
"Stx8.1",-0.0107661356990385,0.878787752165267,-4.05441011254957,0.000122555684897401,0.00256148295719625,-0.811036134391252
"Car10.1",0.00616626512962201,0.948156503046157,4.05247787588207,0.000123164716631225,0.0025723979610991,-0.816141326828119
"Meis1",-0.0234666047918379,0.765227474409954,-4.0527221369454,0.000123297117207497,0.00257334976244971,-0.816808421785277
"Aifm2",-0.0171970874684925,0.495114333121838,-4.05206969097536,0.000123578830765766,0.00257512993792608,-0.819001531114532
"Rufy3.2",0.0204509207161127,0.7412673400866,4.05188964781623,0.000123656678824853,0.00257512993792608,-0.819606682315512
"Neurod2.16",-0.0205161331430091,0.220936314354809,-4.05160937745581,0.000123777957526402,0.00257512993792608,-0.820548677560599
"Mapkap1.6",0.0423363211276692,0.431441981979264,4.05154156393409,0.000123807319001364,0.00257512993792608,-0.820776594149741
"Hmcn1",0.0106445092715442,0.932446384308579,4.05146788094518,0.0001238168560092,0.00257512993792608,-0.820884852836127
"Npepps.3",0.0274787061801141,0.866171173922616,4.05092624312205,0.000124074043030289,0.00257866929403132,-0.822844533910438
"Kmt2d.10",0.0222618516955525,0.714607097380859,4.04966494789815,0.000124622506728299,0.00258825314078948,-0.827082806075467
"Atxn2.7",0.0448368583124773,0.796041337195125,4.04870594857494,0.000125041078918559,0.00259512777024464,-0.830304723552642
"Tank.4",0.013425624042457,0.06152115598258,4.04846879229101,0.000125144798259552,0.00259546283136343,-0.831101414348551
"Shox2",0.0252133098787403,0.161546965094636,4.04792370513022,0.000125383503589218,0.00259859503207947,-0.832932439583328
"Gm45647",-0.0232428677098183,0.735011520877234,-4.04720307704738,0.000125699754097526,0.00259969230994431,-0.835352890096308
"Pkm",0.0224887220136707,0.826456817390385,4.04720060790197,0.000125700839009146,0.00259969230994431,-0.835361183005691
"Grm1.4",-0.0209468699390548,0.81857354989915,-4.04682112799686,0.000125867684800314,0.00259969230994431,-0.836635671589148
"Slf2.12",-0.0296727359297368,0.483907221823734,-4.04668060327287,0.000125929523262326,0.00259969230994431,-0.837107606481834
"Arhgap15.14",0.00663228806492822,0.942308619973907,4.04616601244581,0.000125914365440771,0.00259969230994431,-0.8373563038823
"Meis1.34",-0.0307198593484054,0.296209972989695,-4.04660511424932,0.000125962754566253,0.00259969230994431,-0.837361122702746
"Gm49535.2",0.0106590203277975,0.820667664598866,4.04564155142309,0.000126367428424393,0.00260372880659875,-0.840473341401304
"Pura.7",0.00914504000196102,0.124576903058384,4.04534352872653,0.000126382843555078,0.00260372880659875,-0.840765192250922
"Fezf2.21",0.020467200241052,0.833567880041971,4.0454228990319,0.000126484283205333,0.00260372880659875,-0.841330984421771
"Smg1.6",-0.0208119747852461,0.564303429183885,-4.04536528871734,0.000126509750700212,0.00260372880659875,-0.841524420096629
"Elp4",-0.018571014175802,0.802403267251953,-4.04491673015183,0.000126708211379295,0.00260600365069269,-0.84303046569867
"Sobp.13",-0.0194059388462817,0.237456826664668,-4.04385231189816,0.000127180352242161,0.00261346884545778,-0.846603847186833
"Urm1",-0.0119351716018864,0.881881290340117,-4.04352743409999,0.000127324793924566,0.00261346884545778,-0.847694381743615
"Prdm6.8",-0.0126719736197431,0.843695001109368,-4.04350285244558,0.000127335729420691,0.00261346884545778,-0.847776894009614
"Fbxo33.2",0.00795914561913542,0.919693465121876,4.04271788772095,0.000127449938419598,0.00261400264701843,-0.848989144320289
"Ric8b.10",0.0210125407977841,0.901662639652047,4.04230639446086,0.000127869083585071,0.00262078563638365,-0.851792609554727
"Ccdc92b.3",-0.0144157464568171,0.740423512671163,-4.04094530394689,0.000128478438644775,0.0026304048598261,-0.85635996345144
"Phc3.4",0.0102728030542202,0.799041020846495,4.04075414840278,0.000128515917165307,0.0026304048598261,-0.856711697437043
"Gpatch8",0.02222573101856,0.693219215728157,4.04043996591374,0.000128705386428546,0.00263217237998163,-0.858055454542747
"Gm7847.16",0.0135076898652054,0.868973915590429,4.04027423139556,0.000128779901844767,0.00263217237998163,-0.858611491209701
"Wsb1.2",0.00634695666047145,0.940703652680643,4.03927897276768,0.000128981894482129,0.00263448408460845,-0.860480389067783
"Myo18a.6",0.0443698292906257,0.834938534229081,4.03925264611827,0.000129240130373536,0.00263794059495902,-0.862038571406947
"Ephb2.7",0.00952624365041326,0.818238804366335,4.03877621051288,0.00012934859973329,0.00263833754321784,-0.863001508376563
"Actn4.3",0.00496731324134643,0.92753419387992,4.03780471369022,0.000129647810584092,0.00264262184475978,-0.865427118178437
"Zfp608.23",-0.0221968992493062,0.795725947842428,-4.03650032490818,0.000130487944562887,0.00265791835945724,-0.871268937685828
"Sox6.43",-0.0273878288201812,0.668702693303627,-4.03630250184831,0.000130578075918654,0.00265792749725353,-0.871932215051447
"Sfmbt2.2",0.0157710854036146,0.819234286310967,4.03565636286231,0.000130872884333713,0.0026617821544567,-0.874098497793462
"Fgf11.2",-0.0209913167001852,0.588956153006602,-4.0354939836259,0.000130947072281198,0.0026617821544567,-0.874642864852101
"Klf7.16",0.0272377649695573,0.733991193895741,4.0347418789964,0.000131291221973048,0.00266694855765266,-0.877164069471477
"Pias2.1",-0.00945842982953725,0.898286259286507,-4.03389497401563,0.000131567989280704,0.00267074006733714,-0.879348843800928
"Ralgapa1.7",-0.00964937822446238,0.923685078146532,-4.0332742889085,0.000131868422432398,0.00267500645833605,-0.881517757393998
"Gm42715.4",0.00987347372768152,0.837178090093473,4.03267760056424,0.000132160192511197,0.00267909139907958,-0.883616169465854
"Zc3h3.8",-0.0353746275399101,0.830222335436383,-4.03044260452729,0.000133275244424141,0.00269826216716987,-0.891570315078041
"Nr3c2",-0.0114697589132347,0.898564452094806,-4.0304152100655,0.000133287978295262,0.00269826216716987,-0.891662078390199
"Pax2.98",0.0321291362889272,0.66598246552755,4.03012841243334,0.000133421361745451,0.00269911870174056,-0.89262274128855
"Ralgapa2.11",-0.0148268287201067,0.845779135645488,-4.02832647153237,0.000134262345746238,0.00271427908654929,-0.898657554546661
"Gm28308.1",0.0348132333588515,0.412412586632624,4.02752878164899,0.000134636260359092,0.0027199828549846,-0.901328515368039
"Lhx6.8",-0.0181680729373933,0.76736887053481,-4.02469645400324,0.000135972006925889,0.00274509698178649,-0.910809454231877
"Unc5d.6",0.0182548585227581,0.831978873508696,4.02376127828137,0.000136415832599439,0.0027521824579643,-0.913938923145649
"Zkscan1.1",0.00414024404200034,0.960517623102207,4.02138575803817,0.000137291096294806,0.00276795661284977,-0.920440963520798
"Snx24",0.0433006232677753,0.852415952549404,4.021327873991,0.000137577237414138,0.00277183996277554,-0.922079870628751
"Eri3.73",-0.0160406329179994,0.844498833080406,-4.02102473575051,0.000137722581751078,0.00277288325771514,-0.923093797230038
"Cnot6l.7",-0.0245540834862117,0.718742634832199,-4.0186724215567,0.000138855460870066,0.00279379449681341,-0.930960069452301
"Setd5.8",0.0145657883517902,0.837931443236472,4.01775521906431,0.00013929960923208,0.00280082938861002,-0.93402644498288
"Gm13991.14",0.0193698502579532,0.71265381741265,4.0174232801731,0.000139460684272541,0.00280184525917913,-0.935136066462046
"Prkn",-0.016066607555421,0.48277988445619,-4.01726158763142,0.000139539211207221,0.00280184525917913,-0.935676558810212
"Arid4a.1",0.0321200034762608,0.627135208291767,4.0170070058302,0.000139662936468934,0.0028024309059782,-0.936527525283043
"Son.3",0.0267115033810285,0.803394674892901,4.01680643795239,0.000139760485506308,0.00280249087209096,-0.937197920109474
"Bcl11a.30",0.014631398297904,0.870805124366323,4.01637820038009,0.000139968984087028,0.00280477402392647,-0.938629225096049
"Lrp1b.5",0.0231480269982153,0.7225938479805,4.01600916703097,0.000140148897259233,0.00280547429921274,-0.939862572179071
"Actc1",0.0262744450993835,0.884631509919698,4.01591825573986,0.000140193252931608,0.00280547429921274,-0.940166395795085
