"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","condition"
"182C",5555.5800254604,-0.33444333141706,0.13925049121178,-2.40173897058948,0.0163173473349032,0.324481313326295,"Pancreatic Cancer"
"183B",2946.71536685178,0.050982495273555,0.144250469209759,0.353430360073351,0.723765828524195,0.920853423262007,"Pancreatic Cancer"
"184B",3442.34995196077,-0.133638972007898,0.213139841876158,-0.627001366011838,0.530658339736787,0.894332873433157,"Pancreatic Cancer"
"184C",4003.53782197015,-0.140208737262626,0.205656173763323,-0.681762840847088,0.495388924413969,0.868026610920052,"Pancreatic Cancer"
"185C",3685.70216395473,0.0348283418229015,0.133539218617456,0.260809836866522,0.794239158203467,0.943986254278122,"Pancreatic Cancer"
"186B",4089.68997848625,0.168310136033936,0.118142183333948,1.42464047374324,0.154261154170328,0.644502595322581,"Pancreatic Cancer"
"186C",11811.3461250331,0.162933260675584,0.156329975251505,1.04223940682813,0.297300697147355,0.783611184920806,"Pancreatic Cancer"
"187B",5034.40408241044,0.0631894304993861,0.112200470622483,0.563183292804514,0.573310078325776,0.901356589398608,"Pancreatic Cancer"
"189C",1208.49568812521,-0.190963221064041,0.279387836024905,-0.683505852584858,0.494287253263277,0.868026610920052,"Pancreatic Cancer"
"18A",3017.66286693715,-0.320512629529819,0.16676522811538,-1.92193920250609,0.0546134082721815,0.526620619523572,"Pancreatic Cancer"
"18B",947.128845980641,-0.136180753835944,0.277460016183497,-0.490812174341837,0.623559298582773,0.910059516850534,"Pancreatic Cancer"
"18C",10840.4387831935,0.185124474895772,0.0992079758564224,1.86602411043736,0.0620379923257509,0.526620619523572,"Pancreatic Cancer"
"18D",32585.3797382761,0.189843483338982,0.0934927399147538,2.03056925609497,0.0422987090775147,0.500375991394387,"Pancreatic Cancer"
"190C",439.688523606777,0.411891292738101,1.57811539890213,0.261002011021912,0.794090956424656,0.943986254278122,"Pancreatic Cancer"
"191B",18931.4932755732,0.0291728825435579,0.155378824608457,0.187753270866035,0.851070068656328,0.959755919378373,"Pancreatic Cancer"
"191C",856.890419818312,0.439772813000131,0.241528793443698,1.82078834879223,0.0686390360743995,0.536468255634122,"Pancreatic Cancer"
"192C",4193.59884500743,-1.16697728659739,0.192305175805032,-6.06836129975265,1.29221944657222e-09,5.74966911008821e-07,"Pancreatic Cancer"
"193C",948.396701826174,-0.370457192926038,0.201533042358829,-1.83819580446982,0.0660335578119751,0.531140277052513,"Pancreatic Cancer"
"194B",3274.27634574122,-0.332341339147872,0.122272610819167,-2.71803584565133,0.00656707231366056,0.206800153918917,"Pancreatic Cancer"
"194C",587.617745905837,-0.294828516401106,0.260627070883891,-1.13122752521918,0.257959339523088,0.757790756620781,"Pancreatic Cancer"
"195B",5653.55077773116,0.122491677974421,0.166505453821755,0.735661656497745,0.461936629950044,0.859601571245325,"Pancreatic Cancer"
"195C",239.812505615396,-0.254074174414014,0.384427904464642,-0.660915015437914,0.508666816026263,0.8808982178414,"Pancreatic Cancer"
"197B",10385.2820603366,0.0273929258943815,0.105219656852425,0.260340384238291,0.794601224139833,0.943986254278122,"Pancreatic Cancer"
"198B",11351.2125705425,-0.0167047299810509,0.145076469963082,-0.115144309654776,0.908330739416033,0.965831160026013,"Pancreatic Cancer"
"198C",671.572954063224,0.198697831704662,0.228320513848033,0.870258341468665,0.384159239338307,0.80348798650336,"Pancreatic Cancer"
"199B",1432.61505596465,0.26690063310016,0.20563305787652,1.29794613695056,0.194305844511632,0.70924707994885,"Pancreatic Cancer"
"199C",295.950917211497,0.11487328031481,0.318474921331653,0.360698041260158,0.718325189129807,0.920619313982911,"Pancreatic Cancer"
"19A",14605.4066272377,0.0928540942557058,0.216705032602854,0.428481485364834,0.668300610328461,0.916032311247777,"Pancreatic Cancer"
"19B",4318.0398437362,-0.548549647528515,0.213010821126111,-2.57521962794441,0.0100176453557347,0.2587165800568,"Pancreatic Cancer"
"19C",8832.58917229926,0.207140745431222,0.118798101758567,1.74363682891326,0.0812224370793871,0.561971443173129,"Pancreatic Cancer"
"19D",14605.8099178539,0.0560334035977735,0.104203026802847,0.537732974914338,0.59076141056575,0.901356589398608,"Pancreatic Cancer"
"1A",939.852160908622,-0.0209443046289747,0.169495727625789,-0.123568333682223,0.901657066342998,0.965831160026013,"Pancreatic Cancer"
"1C",782.612861386749,-0.233076648151198,0.234016467367554,-0.995983961184748,0.31925793813729,0.791092066938006,"Pancreatic Cancer"
"200C",3879.73802559576,0.0568362835789169,0.160937649307673,0.35315716256213,0.723970620645383,0.920853423262007,"Pancreatic Cancer"
"201B",254.77847835196,-0.110618371236147,0.405443019132784,-0.272833335428372,0.784981333371207,0.943986254278122,"Pancreatic Cancer"
"201C",14343.3157908293,-0.1167555222765,0.112018192608002,-1.04229071687557,0.297276914956733,0.783611184920806,"Pancreatic Cancer"
"202B",310.089088631672,-0.25090963327103,0.299682745840244,-0.837250848618379,0.402451580881617,0.813116459332246,"Pancreatic Cancer"
"202C",25891.4344939778,0.0699247248895595,0.112761699310592,0.620110598874164,0.53518497468365,0.894332873433157,"Pancreatic Cancer"
"203C",14751.6028151674,0.106135224017238,0.11297076784902,0.939492808963489,0.347477782576116,0.791092066938006,"Pancreatic Cancer"
"204C",19085.5968872536,0.0369762281405954,0.103418147649281,0.357541002049194,0.720686836703794,0.920619313982911,"Pancreatic Cancer"
"205C",14120.0652979572,0.064429906514187,0.106624774776153,0.604267691532766,0.545665682828555,0.894332873433157,"Pancreatic Cancer"
"207C",5860.70225074019,0.0902935711291613,0.127088699682655,0.710476787901895,0.47740852024453,0.866597466892019,"Pancreatic Cancer"
"208C",5870.09386780071,0.0986606333506693,0.109299912853639,0.902659762252356,0.366706498139877,0.80071410413682,"Pancreatic Cancer"
"209C",5809.27707682866,0.162803809548888,0.147309720166905,1.10518035988683,0.269081445328659,0.772146756160498,"Pancreatic Cancer"
"20A",28458.8294946778,0.0251834608705341,0.15878674076747,0.15859926810522,0.873984605464572,0.965831160026013,"Pancreatic Cancer"
"20B",4767.20348237245,-0.441906301179471,0.107594394146555,-4.10714986300818,4.00571344697354e-05,0.00594848446875571,"Pancreatic Cancer"
"20C",8357.28284267897,0.250340367543423,0.124369141585805,2.01288168714027,0.0441270775500318,0.500375991394387,"Pancreatic Cancer"
"20D",22220.1017624614,0.0089695066597733,0.0948369855103663,0.0945781501964006,0.924649905642128,0.973830521527292,"Pancreatic Cancer"
"210C",4823.10230743137,0.103196500850305,0.118289654934787,0.872405122047207,0.382987407237362,0.80348798650336,"Pancreatic Cancer"
"211C",8252.0943754311,0.078677774915568,0.113609001211943,0.692531173377635,0.488603816172408,0.868026610920052,"Pancreatic Cancer"
"212C",9847.76128283264,-0.131122669192438,0.125737024114558,-1.0428326112838,0.297025824715734,0.783611184920806,"Pancreatic Cancer"
"213C",3352.80814616439,0.0320196651025564,0.255613553308167,0.125265912891378,0.900313037153207,0.965831160026013,"Pancreatic Cancer"
"214C",10791.6561449395,-0.113560992600088,0.157671827146555,-0.720236421783415,0.471379442460448,0.866322217632945,"Pancreatic Cancer"
"215C",1636.76397341124,-0.357105903069167,0.159659318953277,-2.23667434766943,0.0253076317694365,0.375818331776132,"Pancreatic Cancer"
"216C",40639.0156202563,0.0617744175232683,0.133693673181563,0.462059393337003,0.644038728937008,0.913028651524063,"Pancreatic Cancer"
"217C",3225.94090486513,-0.0531700154609784,0.123768881151421,-0.429591145741468,0.667493079036537,0.916032311247777,"Pancreatic Cancer"
"218C",5481.00440738015,0.0767199447289773,0.130285966210223,0.58885808625916,0.555956476408702,0.894332873433157,"Pancreatic Cancer"
"219C",6104.36086535325,0.0666484952414006,0.130663653255189,0.510076777902685,0.609997673496654,0.904254621209616,"Pancreatic Cancer"
"21A",13905.0772348663,0.101027491687997,0.118137888171983,0.855165884977756,0.392459319509521,0.806646490618186,"Pancreatic Cancer"
"21D",31942.43050549,0.0761105759827296,0.132734421521985,0.5734049624055,0.566370531110457,0.901356589398608,"Pancreatic Cancer"
"220C",6440.52249118571,0.0483464128009004,0.126321931644711,0.38272382452857,0.701924547603504,0.916866506680385,"Pancreatic Cancer"
"221C",6051.15917261908,0.169758706881162,0.113358805173095,1.49753436993224,0.134254269373158,0.624803737194081,"Pancreatic Cancer"
"222C",5908.36093510483,0.193215181821634,0.108530686309415,1.78028158110774,0.0750298899326563,0.561971443173129,"Pancreatic Cancer"
"223C",12743.9904578182,0.0569873842106662,0.121569124915592,0.468765274490819,0.639237423798761,0.911705120903061,"Pancreatic Cancer"
"224C",15513.8397405727,-0.0745240684809842,0.120792863126249,-0.616957546598541,0.537262727955382,0.894332873433157,"Pancreatic Cancer"
"225C",25122.9461962507,0.14907690304158,0.0928477133141278,1.60560661884277,0.108360370271779,0.580193719454955,"Pancreatic Cancer"
"226C",20497.281365245,0.216819660678037,0.133383494152546,1.6255359184853,0.104048416889807,0.580193719454955,"Pancreatic Cancer"
"227C",14385.8016483282,0.146654871338445,0.147029422350528,0.99745254380997,0.318544897778191,0.791092066938006,"Pancreatic Cancer"
"228C",35920.5718637978,0.0653867327177043,0.168483704076994,0.388089359003074,0.697949906327169,0.916866506680385,"Pancreatic Cancer"
"229C",14268.2844482835,-0.0290461744719714,0.127189564325113,-0.228369163980511,0.819359259675259,0.953954775626528,"Pancreatic Cancer"
"22A",17976.2691576989,0.0191860810136041,0.100482497033878,0.190939532554963,0.84857296741704,0.959755919378373,"Pancreatic Cancer"
"22B",2794.42651145064,-0.125635245087748,0.129778199472791,-0.968076653845765,0.333006088484676,0.791092066938006,"Pancreatic Cancer"
"22C",3620.73920130302,0.0104047879962445,0.130829107657147,0.079529610669756,0.936611380288858,0.9760476489326,"Pancreatic Cancer"
"22D",1650.9158025109,-0.204155852369273,0.166986939305518,-1.2225857496301,0.221486198170805,0.711828663981515,"Pancreatic Cancer"
"232C",90970.8191503174,0.144654048491836,0.13756090114203,1.05156368772608,0.29299977515159,0.783611184920806,"Pancreatic Cancer"
"234C",13041.3141353813,0.123974335489054,0.10168999044985,1.21914000523182,0.22279105818887,0.711828663981515,"Pancreatic Cancer"
"235C",21087.6876432686,0.0622974665333206,0.141856051337624,0.439159739368819,0.660545795132782,0.91424936736595,"Pancreatic Cancer"
"236C",3602.04080870274,0.235970197418741,0.118567134079782,1.99018218033304,0.0465708705523607,0.500375991394387,"Pancreatic Cancer"
"237C",3776.12716967831,0.156658807266992,0.171415841699702,0.913910906446076,0.360763662324174,0.795862059389766,"Pancreatic Cancer"
"238C",59425.6291781914,-0.196226500175319,0.105889211691554,-1.85313023905504,0.0638636935609539,0.531140277052513,"Pancreatic Cancer"
"239C",44932.5471114103,-0.244728674962336,0.0975360146755525,-2.50911087331599,0.0121035487578381,0.276519537005994,"Pancreatic Cancer"
"23A",6834.4011167232,-0.126041783672437,0.123129592701645,-1.02365143022805,0.30599994392777,0.786018349820976,"Pancreatic Cancer"
"23B",4844.13942928375,-0.111996184251048,0.130278786151629,-0.859665549237601,0.389973430482232,0.806646490618186,"Pancreatic Cancer"
"23D",38753.3491087176,0.0939135737254967,0.139055183092126,0.675369099066792,0.499441292835643,0.869994510100798,"Pancreatic Cancer"
"240C",21309.3300809369,-0.0836169826783171,0.121506479953873,-0.688168916670619,0.491346415572428,0.868026610920052,"Pancreatic Cancer"
"241C",17843.6449512792,-0.148022417968228,0.0968542570360175,-1.52830058789447,0.126437924028316,0.6106026575026,"Pancreatic Cancer"
"242C",27092.1213871744,-0.0871341470845929,0.142003896546053,-0.613603916539958,0.539477094826267,0.894332873433157,"Pancreatic Cancer"
"243C",2877.38014443522,-0.000259847592195343,0.148198536914267,-0.0017533748821398,0.998601009969066,0.998601009969066,"Pancreatic Cancer"
"244C",9822.85724096459,-0.00457215938779286,0.169473031506409,-0.0269786841431461,0.978476735432267,0.993237640403051,"Pancreatic Cancer"
"245C",5289.29721729691,0.686383668445889,1.10861087986759,0.619138492063028,0.535825127562383,0.894332873433157,"Pancreatic Cancer"
"246C",290.135511387484,-0.911998698989389,0.328305230550873,-2.77789877870395,0.00547116588801451,0.206800153918917,"Pancreatic Cancer"
"247C",3180.37247247166,0.0364221755071236,0.122959620849526,0.296212490372719,0.76706781070503,0.933684999095877,"Pancreatic Cancer"
"248C",29102.8476865284,0.162873804304821,0.109162112148698,1.49203602879137,0.135689700501745,0.624803737194081,"Pancreatic Cancer"
"249C",13484.2846700109,0.0740070869677955,0.0945069754237846,0.78308597472235,0.433576626666343,0.83618349428509,"Pancreatic Cancer"
"24A",5511.75069989056,-0.215729674114574,0.128096340465804,-1.68412050906454,0.0921583815304861,0.578000865658759,"Pancreatic Cancer"
"24B",51.7718120583976,-0.966422954048603,0.617230828715647,-1.5657399291924,0.117409514416939,0.581177096363849,"Pancreatic Cancer"
"24C",5577.18108745297,-0.0903573598944,0.201053890360552,-0.449418609768561,0.653129709103813,0.91424936736595,"Pancreatic Cancer"
"24D",5621.27839899989,0.0361585200719833,0.135795707412013,0.266271451145919,0.790030158341898,0.943986254278122,"Pancreatic Cancer"
"250C",9001.10068007515,0.110410008370106,0.101021131116265,1.092939735975,0.274420260231042,0.776217307510662,"Pancreatic Cancer"
"251C",14141.6364309433,0.127407336385296,0.108832329804524,1.17067544739816,0.241729257911979,0.755859917132585,"Pancreatic Cancer"
"252C",8848.36832164792,0.0203063544001697,0.106852716267259,0.190040600833952,0.849277315354777,0.959755919378373,"Pancreatic Cancer"
"253C",10979.5357419669,0.0619945524621376,0.103274840279153,0.60028708148631,0.548314926751062,0.894332873433157,"Pancreatic Cancer"
"254C",14429.9101038544,-0.0242680484841341,0.128989539434816,-0.188139663033667,0.850767169620115,0.959755919378373,"Pancreatic Cancer"
"255C",6325.91328729833,-0.209630264481957,0.127561341242781,-1.64336829982822,0.100306754786057,0.580193719454955,"Pancreatic Cancer"
"256C",717.665799600659,-0.382394110529266,0.256112023079309,-1.49307363993159,0.135417911753108,0.624803737194081,"Pancreatic Cancer"
"257C",417.541597203662,-0.813817342607703,0.490044868857798,-1.66069965083923,0.0967737835744649,0.580193719454955,"Pancreatic Cancer"
"258C",12519.3517766479,0.141521739065294,0.161980198528268,0.873697775105497,0.382282862920633,0.80348798650336,"Pancreatic Cancer"
"259C",19293.5573994678,-0.00993018952731759,0.137603814952967,-0.0721650742801842,0.942470539365296,0.978719406263962,"Pancreatic Cancer"
"25A",1651.61547118569,-0.192586742727837,0.150105235051551,-1.28301149964354,0.199488047259983,0.70924707994885,"Pancreatic Cancer"
"25C",7339.37184997232,-0.178589201898956,0.143086886213403,-1.24811718687207,0.211988145113895,0.711828663981515,"Pancreatic Cancer"
"25D",11438.087807522,0.130557560725485,0.104158883262908,1.25344624131524,0.210043351837549,0.711828663981515,"Pancreatic Cancer"
"260C",12482.8129419051,-0.068220644238583,0.120052064020562,-0.568258819997451,0.569859236666188,0.901356589398608,"Pancreatic Cancer"
"261C",12511.6319944987,-0.0783873050527401,0.162665171090752,-0.481893600991002,0.629881532078647,0.911705120903061,"Pancreatic Cancer"
"262C",1005.84536015028,-0.227196263338933,0.224382331549679,-1.01254079039922,0.311279553670422,0.786808744171196,"Pancreatic Cancer"
"263C",12556.8041815635,-0.113127559071536,0.184656063231142,-0.612639287830635,0.540114874473866,0.894332873433157,"Pancreatic Cancer"
"265C",15127.6161056698,0.0259294536150544,0.131540223212076,0.197121861145466,0.843732176334477,0.959755919378373,"Pancreatic Cancer"
"266C",14323.5883801244,-0.202537504400444,0.18450079854805,-1.09775950019911,0.272309520523132,0.773932321486797,"Pancreatic Cancer"
"267C",34602.6576469222,0.044011609600863,0.108391504722819,0.406042980152462,0.684711020528641,0.916032311247777,"Pancreatic Cancer"
"268C",42712.307250564,-0.0118490213515966,0.101063382212459,-0.117243467339012,0.906667122465519,0.965831160026013,"Pancreatic Cancer"
"269C",19285.8885593286,0.169951723895546,0.0964914259453536,1.76131425388817,0.0781852288341908,0.561971443173129,"Pancreatic Cancer"
"26A",4349.51728042839,-0.549623358895477,0.212673655780119,-2.58435092432758,0.00975624707752596,0.2587165800568,"Pancreatic Cancer"
"26B",1734.03507615857,-0.128760869834768,0.22934832771341,-0.561420574191696,0.574510861645499,0.901356589398608,"Pancreatic Cancer"
"26C",588.194154264076,-0.27358248780183,0.288305777929849,-0.948931685539783,0.342655357993095,0.791092066938006,"Pancreatic Cancer"
"26D",21444.1117267871,-0.0393607248828512,0.120052953301545,-0.327861362843664,0.743016488380495,0.929982388225165,"Pancreatic Cancer"
"271C",96857.5380587411,-0.0386218169652029,0.161863617721069,-0.238607152793025,0.811410218191275,0.952525038746279,"Pancreatic Cancer"
"272C",645.382858764681,0.257552984297738,0.256143794794626,1.00550155628108,0.314655400464701,0.791012204042499,"Pancreatic Cancer"
"273C",4267.17818940522,-1.17432959527073,0.195620699286708,-6.00309476222452,1.93591552528223e-09,5.74966911008821e-07,"Pancreatic Cancer"
"274C",1441.2406326575,-0.330245767843827,0.186384034305427,-1.77185652770373,0.0764183762745441,0.561971443173129,"Pancreatic Cancer"
"275C",493.023058001335,-0.118194830650245,0.30274290196061,-0.390413218228394,0.696231015119164,0.916866506680385,"Pancreatic Cancer"
"27A",4237.41195243819,-0.144119659465468,0.128234116013516,-1.12387922922383,0.261064264017457,0.760157709933182,"Pancreatic Cancer"
"27B",4975.14417604487,-0.0747901998959484,0.144937527074744,-0.516016806726525,0.605842670936487,0.904254621209616,"Pancreatic Cancer"
"27C",19681.1182417216,0.0471942186605538,0.148086418688286,0.318693767319036,0.749958741371126,0.930011466334966,"Pancreatic Cancer"
"27D",21492.283610281,0.00748985135480824,0.117086305729172,0.0639686367091702,0.948995199922686,0.980353302181001,"Pancreatic Cancer"
"28A",22202.7693206061,-0.0234699377166244,0.106436059865548,-0.22050738956583,0.82547601796639,0.953954775626528,"Pancreatic Cancer"
"28B",34569.5927964183,0.0641879439591475,0.10894150724331,0.589196400741821,0.55572953134401,0.894332873433157,"Pancreatic Cancer"
"28C",7690.59275002217,0.127199219775038,0.132111041764194,0.962820503694739,0.335637609306679,0.791092066938006,"Pancreatic Cancer"
"28D",25232.1812301181,0.00853503551111116,0.198630532515725,0.0429694035605301,0.965725923738874,0.990590306044352,"Pancreatic Cancer"
"29A",17756.038254425,-0.0424331204877597,0.110493485931545,-0.384032779217851,0.700954152534864,0.916866506680385,"Pancreatic Cancer"
"29B",10637.7793863165,-0.00170116966504776,0.207148797713375,-0.00821230769295421,0.993447600134468,0.998490481353425,"Pancreatic Cancer"
"29C",11839.0804488641,0.144567448114942,0.119327162213849,1.2115217141916,0.225695517714379,0.716915173916261,"Pancreatic Cancer"
"29D",16457.2063679007,-0.115281642582773,0.189531336659187,-0.608245816310954,0.543024451682949,0.894332873433157,"Pancreatic Cancer"
"2A",1411.31863370001,-0.00534830174716467,0.143957156862065,-0.0371520378961723,0.970363780400562,0.990590306044352,"Pancreatic Cancer"
"2B",766.877702089875,-0.256562235217824,0.204640328059503,-1.25372275176975,0.209942795289684,0.711828663981515,"Pancreatic Cancer"
"2C",825.761054661343,0.206069007976349,0.220400087929223,0.93497697715313,0.349800164439325,0.791092066938006,"Pancreatic Cancer"
"2D",646.538032483969,-0.025399854411556,0.250023396870448,-0.101589910102362,0.919082188583786,0.96968884550403,"Pancreatic Cancer"
"30A",7056.15607535206,-0.100417078573409,0.122287710119671,-0.821154296495861,0.411558385701521,0.822249482935459,"Pancreatic Cancer"
"30C",11855.9744784049,0.0351060245257368,0.117686387995432,0.29830148688988,0.765473069549246,0.933657090990251,"Pancreatic Cancer"
"31A",1708.22513163662,0.0548798194125392,0.365571463299596,0.150120632822928,0.880669441810278,0.965831160026013,"Pancreatic Cancer"
"31C",10833.6871366996,0.0839487354933903,0.123755741988679,0.678342145135129,0.49755478253485,0.869257473016767,"Pancreatic Cancer"
"31D",22783.8724743749,-0.0188819396985451,0.127823861580802,-0.14771842647399,0.882564988952365,0.965831160026013,"Pancreatic Cancer"
"32A",15236.9775626138,0.166990783043735,0.430966694087758,0.387479555461263,0.698401217509354,0.916866506680385,"Pancreatic Cancer"
"32B",32571.5166263113,-0.0196047164481182,0.126957231302495,-0.15441984869225,0.8772787043689,0.965831160026013,"Pancreatic Cancer"
"32C",7465.77863608017,0.156374051266494,0.134248253337081,1.16481255717985,0.244094874812991,0.757790756620781,"Pancreatic Cancer"
"32D",25402.9087451043,0.0407188224719953,0.166443150224768,0.244641022577425,0.806734397579553,0.950794111433044,"Pancreatic Cancer"
"33A",23083.315876479,-0.163301652868296,0.165575463713621,-0.986267223450099,0.324001999261254,0.791092066938006,"Pancreatic Cancer"
"33C",16950.054139049,0.106008869070606,0.110472428431719,0.959595716103294,0.337258725927769,0.791092066938006,"Pancreatic Cancer"
"33D",40813.2108148876,0.130371404530894,0.134350368180114,0.970383678860587,0.331855280951883,0.791092066938006,"Pancreatic Cancer"
"34A",94432.7821626022,0.174848471138802,0.0906152345469797,1.92957036433152,0.0536600937720194,0.526620619523572,"Pancreatic Cancer"
"34B",9782.60782200014,0.265091972224924,0.154913452690872,1.71122628551771,0.0870393481008886,0.561971443173129,"Pancreatic Cancer"
"34C",24662.8686462584,0.208764403974165,0.0907844862755412,2.29956033832192,0.0214731412667653,0.352715257833765,"Pancreatic Cancer"
"34D",42074.6897958263,0.0869891601452087,0.109865897022928,0.791775814901459,0.428491406668854,0.834504575610817,"Pancreatic Cancer"
"35A",38120.8071478313,0.287474144692889,0.156982427548724,1.83125047294649,0.0670631662945092,0.531140277052513,"Pancreatic Cancer"
"35B",2121.56364506956,-0.083733814599968,0.175829083443312,-0.476222778167207,0.633915673379841,0.911705120903061,"Pancreatic Cancer"
"35C",14605.8099178539,0.0560334035977735,0.104203026802847,0.537732974914338,0.59076141056575,0.901356589398608,"Pancreatic Cancer"
"35D",6135.12862429184,-0.215317224491629,0.159693875002926,-1.34831235379368,0.177557940388115,0.693877740727237,"Pancreatic Cancer"
"36A",47793.4277498168,0.327799970884711,0.121617926024191,2.69532610529396,0.00703197719644611,0.206800153918917,"Pancreatic Cancer"
"36B",1609.22791438128,-0.175240764564331,0.154381364367697,-1.13511605032168,0.256326697442765,0.757790756620781,"Pancreatic Cancer"
"36C",21723.5747426408,0.0172959032059859,0.0952142883328567,0.181652391766262,0.855855530105985,0.959755919378373,"Pancreatic Cancer"
"36D",108527.657633304,0.163609123367911,0.126003766180184,1.29844629512067,0.194134019542826,0.70924707994885,"Pancreatic Cancer"
"37A",15093.1353627801,-0.0705031181991076,0.168451772593131,-0.41853592345031,0.67555532724668,0.916032311247777,"Pancreatic Cancer"
"37C",14475.9979480192,0.0724697739159919,0.102542828666892,0.706726885323287,0.479736218566812,0.866597466892019,"Pancreatic Cancer"
"37D",29287.1411996728,0.106509383550463,0.103003054960734,1.03404101549285,0.301116989154465,0.783611184920806,"Pancreatic Cancer"
"38A",2481.37972844174,0.145635975001969,0.165317626442461,0.880946443134771,0.378346808389859,0.80348798650336,"Pancreatic Cancer"
"38B",73995.2904017652,0.10790268367099,0.106471756685693,1.01343949822788,0.310850281083578,0.786808744171196,"Pancreatic Cancer"
"38C",11026.332252792,-0.1258360018254,0.156486268786852,-0.804134463687674,0.42131932274052,0.83449608078204,"Pancreatic Cancer"
"38D",4197.46053825822,0.12346119348902,0.174408488509368,0.70788523279008,0.479016530872772,0.866597466892019,"Pancreatic Cancer"
"39A",49965.9015239059,-0.0108895256957716,0.12185315594254,-0.0893659717841576,0.928791065819704,0.973830521527292,"Pancreatic Cancer"
"39B",2971.16978802455,-0.184420357408749,0.150849681537152,-1.22254389621186,0.221502014608285,0.711828663981515,"Pancreatic Cancer"
"39C",10669.5592406495,-0.124455156800707,0.162041795434265,-0.768043556091027,0.442461308543012,0.842961007997747,"Pancreatic Cancer"
"3A",1330.95720381314,-0.024793403274375,0.148441618250144,-0.16702460918066,0.867350685583303,0.96480581879491,"Pancreatic Cancer"
"3B",1666.6182900789,-0.903588037934207,0.267761331382665,-3.37460242398804,0.000739224017682162,0.0439099066503204,"Pancreatic Cancer"
"3D",845.391223318535,0.226233018146522,0.217982320613238,1.03785030597928,0.299339752114944,0.783611184920806,"Pancreatic Cancer"
"40A",7071.36841833184,-0.0418796384934508,0.121291996767583,-0.345279487596364,0.729884266061253,0.922449476681669,"Pancreatic Cancer"
"40C",965.032983139879,-1.0543702231441,0.84592134420261,-1.24641638418283,0.212611569251541,0.711828663981515,"Pancreatic Cancer"
"40D",43978.930422949,-0.238102065843869,0.114359086538793,-2.08205638091643,0.0373373201240944,0.485555435455099,"Pancreatic Cancer"
"41A",12761.5473485109,0.257980589137922,0.128796119438023,2.00301523262945,0.0451756535007222,0.500375991394387,"Pancreatic Cancer"
"41C",38597.9901103739,0.0953115681396273,0.139040661434871,0.685494208356259,0.493032114084787,0.868026610920052,"Pancreatic Cancer"
"41D",9139.52363695146,0.0267533404216161,0.182651415123247,0.146472122340601,0.883548695699582,0.965831160026013,"Pancreatic Cancer"
"42A",3492.96581843496,0.0173678259826988,0.250176936302993,0.0694221707218618,0.944653581806559,0.979274393705229,"Pancreatic Cancer"
"42B",6625.39843993505,-0.161473328553386,0.168103123203773,-0.960561145301566,0.336772872924725,0.791092066938006,"Pancreatic Cancer"
"42C",3941.61486207758,-0.230076556449998,0.16161917208081,-1.42357217579953,0.154570355073664,0.644502595322581,"Pancreatic Cancer"
"42D",2219.39142661716,-0.122494290354288,0.257404999231426,-0.475881551329767,0.63415876618396,0.911705120903061,"Pancreatic Cancer"
"43A",50272.8243937819,-0.0675316684594781,0.147278653276502,-0.458529915619839,0.646571775005876,0.91424936736595,"Pancreatic Cancer"
"43C",1276.38466279211,0.0794212501422246,0.179634160270841,0.442127766915147,0.658396752406599,0.91424936736595,"Pancreatic Cancer"
"43D",349.363624640839,-0.824429304316706,0.299680783910776,-2.75102491910914,0.00594091238589157,0.206800153918917,"Pancreatic Cancer"
"44A",49382.8673510297,-0.0686005604386344,0.146692323646854,-0.467649286160215,0.640035413159219,0.911705120903061,"Pancreatic Cancer"
"44B",13782.6022942179,0.151894806935771,0.124186244002492,1.2231210320905,0.221283985894899,0.711828663981515,"Pancreatic Cancer"
"44C",14878.2289975697,0.095932924513596,0.109665850174036,0.874774821526969,0.381696439633321,0.80348798650336,"Pancreatic Cancer"
"45A",31150.3999066627,0.157721189582893,0.116702107408284,1.35148535948116,0.176540006639806,0.693877740727237,"Pancreatic Cancer"
"45C",27098.9382507852,-0.0404107506222031,0.106537691429811,-0.379309426362278,0.704458100546167,0.916866506680385,"Pancreatic Cancer"
"45D",16990.4108789924,0.095344528167332,0.100543162627526,0.948294500348539,0.342979549879676,0.791092066938006,"Pancreatic Cancer"
"46A",15287.1717882256,-0.023152371069992,0.145294785802488,-0.159347570128669,0.873395043975462,0.965831160026013,"Pancreatic Cancer"
"46B",18545.64083511,-0.066812548855264,0.122640536663893,-0.544783565635966,0.585902382998147,0.901356589398608,"Pancreatic Cancer"
"46C",22433.500938822,0.182924533372754,0.12092847814382,1.51266712506877,0.130364234201149,0.614574246948274,"Pancreatic Cancer"
"46D",5777.53567889313,0.00510581240545984,0.130200430220985,0.0392150194649428,0.968718959046089,0.990590306044352,"Pancreatic Cancer"
"47A",11630.1765344339,-0.0184905333933666,0.146600354083875,-0.126128845383195,0.89962993448738,0.965831160026013,"Pancreatic Cancer"
"47C",22935.5124827146,0.0249347091443979,0.193152115675664,0.129093637194571,0.897283556664195,0.965831160026013,"Pancreatic Cancer"
"47D",422.594964135874,-1.12971072532907,0.309038647113729,-3.6555645576371,0.000256616618156092,0.0208192021165302,"Pancreatic Cancer"
"48A",5128.69084969965,0.073534152709047,0.145469209832592,0.505496336947669,0.613210270600058,0.904254621209616,"Pancreatic Cancer"
"48C",24806.4715460484,0.0241195034908745,0.202606768958603,0.119045891777696,0.905238997886619,0.965831160026013,"Pancreatic Cancer"
