"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","condition"
"49A",26351.748085352,-0.187400036099889,0.165008876007316,-1.13569670089492,0.25608352180158,0.757790756620781,"Pancreatic Cancer"
"49B",5677.66588014816,-0.131164819577376,0.138257713645454,-0.948698022836779,0.342774219911364,0.791092066938006,"Pancreatic Cancer"
"49C",8532.75956122102,-0.181049905169518,0.137973668230978,-1.31220621652551,0.18945056492563,0.70924707994885,"Pancreatic Cancer"
"49D",12278.4150668519,-0.105859780365338,0.184852981574324,-0.572670126625868,0.566868067980111,0.901356589398608,"Pancreatic Cancer"
"4A",704.508249934377,-0.163144017292854,0.215710631100255,-0.756309582243215,0.449463604320769,0.844877787868787,"Pancreatic Cancer"
"4B",6697.592421227,0.1004550048243,0.122582893120067,0.819486326904578,0.41250899985651,0.822249482935459,"Pancreatic Cancer"
"4C",3660.18317495393,-0.19246442969198,0.114722228006919,-1.67765596114793,0.0934142813185872,0.578000865658759,"Pancreatic Cancer"
"4D",10568.490656537,0.0424373957180071,0.103973522539696,0.408155794681333,0.683159299749642,0.916032311247777,"Pancreatic Cancer"
"50A",25211.4829414313,-0.0687453378054722,0.154918347299351,-0.443752073294678,0.657221842400778,0.91424936736595,"Pancreatic Cancer"
"50C",24588.2729124399,0.169126146416259,0.119964346861921,1.4098034194353,0.158597736672671,0.649703831610803,"Pancreatic Cancer"
"50D",8421.10642705107,0.0131588126421444,0.146237593149164,0.0899824207905441,0.928301184329371,0.973830521527292,"Pancreatic Cancer"
"51A",1934.41846557947,0.00508242677641223,0.169248389431248,0.0300293952190122,0.976043609742625,0.993237640403051,"Pancreatic Cancer"
"51C",13583.7114508681,-0.0485312845974103,0.115663898857663,-0.419588869791888,0.674785820657398,0.916032311247777,"Pancreatic Cancer"
"51D",3787.78440047212,-0.36866171840992,0.144961898080456,-2.54316288136147,0.0109854006336877,0.26101311905642,"Pancreatic Cancer"
"52A",2564.12382992382,-0.0964432145075194,0.187635781975959,-0.51399159313801,0.607257868340666,0.904254621209616,"Pancreatic Cancer"
"52B",18456.5197760215,0.0516637800108338,0.106455212109768,0.485310009598798,0.627456456218677,0.911705120903061,"Pancreatic Cancer"
"52C",43752.2287106981,0.0989359490925169,0.112041051519678,0.883033028970995,0.377218426310144,0.80348798650336,"Pancreatic Cancer"
"52D",33790.3578019319,0.0326745051929366,0.106017398023856,0.308199463503002,0.757930560671676,0.93095540719054,"Pancreatic Cancer"
"53A",6965.9867919007,-0.259509271267878,0.158103881850921,-1.6413845645648,0.100717611939817,0.580193719454955,"Pancreatic Cancer"
"53B",10387.4204101513,0.176271037274431,0.108518898027692,1.62433493592471,0.10430434497195,0.580193719454955,"Pancreatic Cancer"
"53C",6696.31563764993,-0.194265860993071,0.171421220338135,-1.13326611845298,0.257102515530673,0.757790756620781,"Pancreatic Cancer"
"53D",4394.92984420634,-0.357249500092712,0.156617464338892,-2.28103233314829,0.0225465336649734,0.352715257833765,"Pancreatic Cancer"
"54C",46267.0120898852,-0.0200456543263698,0.164991439544498,-0.121495117454039,0.903298881764561,0.965831160026013,"Pancreatic Cancer"
"55A",21935.5272216336,-0.0289881285873,0.158737284305057,-0.182617012217441,0.855098534995637,0.959755919378373,"Pancreatic Cancer"
"55B",17994.6081168926,-0.031917834522463,0.143360419922066,-0.222640492681412,0.823815318726235,0.953954775626528,"Pancreatic Cancer"
"55C",93289.2885347119,0.139518682996476,0.139028106847207,1.00352861130309,0.315605879390694,0.791012204042499,"Pancreatic Cancer"
"55D",4834.05636256209,-1.06502060187708,0.206253537185241,-5.16364769502382,2.42183323926106e-07,4.7952298137369e-05,"Pancreatic Cancer"
"56A",12050.1824329661,0.377470851891623,0.156516269144893,2.41170361364916,0.0158781832127383,0.324481313326295,"Pancreatic Cancer"
"56B",17962.4304599484,-0.194530133748283,0.123392833182259,-1.5765107967085,0.114908132540803,0.580193719454955,"Pancreatic Cancer"
"56D",662.642731068182,-0.40116839426851,0.245831266677799,-1.6318851531376,0.102703682253592,0.580193719454955,"Pancreatic Cancer"
"57A",12805.1923099969,0.177073883261821,0.123042511206258,1.43912767649053,0.150114351815836,0.644502595322581,"Pancreatic Cancer"
"57B",4118.31367043956,-0.573596136417144,0.167107650616135,-3.43249476790718,0.00059805542112599,0.0394716577943154,"Pancreatic Cancer"
"57C",31682.9004840142,0.11802294786244,0.103150067450454,1.14418682197304,0.252546167064062,0.757790756620781,"Pancreatic Cancer"
"57D",1002.48214346529,-0.141522941878064,0.218320467710651,-0.648234878580558,0.516833046204753,0.887279853889085,"Pancreatic Cancer"
"58A",30209.8631255802,-0.0923462851895608,0.107416770046968,-0.859700819054442,0.389953983175095,0.806646490618186,"Pancreatic Cancer"
"58B",4864.73624513696,-0.329823484769687,0.107220470266088,-3.07612421351229,0.00209710462019114,0.103806678699461,"Pancreatic Cancer"
"58C",17661.8299324823,0.145247473855563,0.0958334562713212,1.51562386985545,0.129614487788858,0.614574246948274,"Pancreatic Cancer"
"59A",26749.3116135406,-0.0338021147627278,0.104123426001741,-0.324635061106831,0.74545728829657,0.929982388225165,"Pancreatic Cancer"
"59B",1877.6733301734,-0.0804728964768945,0.180437773268519,-0.445986973897856,0.655606655322125,0.91424936736595,"Pancreatic Cancer"
"59D",965.597457304742,0.225417254625579,0.218439836543342,1.03194205870436,0.302099261526708,0.783611184920806,"Pancreatic Cancer"
"5A",574.251554469322,-0.147101023784298,0.262536668463614,-0.560306583629424,0.57527033754036,0.901356589398608,"Pancreatic Cancer"
"5C",8823.87792168654,0.0304157148714611,0.114778504626611,0.264994869643993,0.791013414012897,0.943986254278122,"Pancreatic Cancer"
"5D",21901.9287124141,0.0515923346013372,0.0937361004346949,0.550399839145016,0.582045158981021,0.901356589398608,"Pancreatic Cancer"
"60A",4983.52968024271,0.0225567109299854,0.112281416073544,0.200894428648912,0.840781124201477,0.959755919378373,"Pancreatic Cancer"
"60B",9388.47865831812,0.0286825588319403,0.107994548905228,0.265592653728395,0.790552943938114,0.943986254278122,"Pancreatic Cancer"
"60C",37781.402258869,-0.272110925609259,0.0968109092004483,-2.81074651458803,0.00494267093140096,0.206800153918917,"Pancreatic Cancer"
"60D",3211.84102764642,-0.22659630323898,0.122893469355975,-1.84384332565807,0.0652059765507538,0.531140277052513,"Pancreatic Cancer"
"61A",21995.2107442712,0.0514997775543493,0.093562624768183,0.55043109021309,0.582023729156748,0.901356589398608,"Pancreatic Cancer"
"61B",10113.7134665851,-0.0613809237259703,0.150596488993632,-0.407585356977119,0.683578116469316,0.916032311247777,"Pancreatic Cancer"
"61D",14020.8362697304,0.183141201619901,0.129170897684918,1.41782092485438,0.156243053411535,0.644502595322581,"Pancreatic Cancer"
"62A",3930.40335658555,-0.248735289358336,0.124583670476805,-1.99653203671381,0.045876042202645,0.500375991394387,"Pancreatic Cancer"
"62B",11911.6281750758,-0.131028296520831,0.143667416838703,-0.912025143933208,0.361755481540803,0.795862059389766,"Pancreatic Cancer"
"62C",16462.2710114487,-0.118213633565207,0.0959086459412096,-1.23256493098307,0.217738127570708,0.711828663981515,"Pancreatic Cancer"
"62D",1882.25588172232,0.144294137625325,0.181826157004639,0.793582947593417,0.427438262920328,0.834504575610817,"Pancreatic Cancer"
"63A",7767.11122271937,-0.276901675977993,0.148403584404485,-1.86586919102491,0.0620596689674243,0.526620619523572,"Pancreatic Cancer"
"63C",17720.3357883253,-0.20729617977854,0.108133607717144,-1.91703748866666,0.0552331691771139,0.526620619523572,"Pancreatic Cancer"
"63D",2796.03205785133,0.000777390989385765,0.18209497710103,0.00426915119660029,0.996593720519447,0.998601009969066,"Pancreatic Cancer"
"64A",12273.4355914824,-0.243089345799496,0.148089791171386,-1.6414996866203,0.100693732079475,0.580193719454955,"Pancreatic Cancer"
"64B",696.517333663265,-0.0777917208251131,0.242500582127705,-0.320789831276143,0.748369665945503,0.929982388225165,"Pancreatic Cancer"
"64C",28286.9621141618,-0.107294527046323,0.14066589391405,-0.762761491508971,0.445605650692412,0.842961007997747,"Pancreatic Cancer"
"64D",13190.7253253061,-0.135740799712642,0.104019662001125,-1.30495328576606,0.191908755046909,0.70924707994885,"Pancreatic Cancer"
"65A",3212.96596364076,0.0125743378070289,0.143940838134611,0.0873576809054679,0.930387206476043,0.973830521527292,"Pancreatic Cancer"
"65B",1634.6942628735,0.188913264013869,0.212343538386944,0.88965864207095,0.373649207696462,0.80348798650336,"Pancreatic Cancer"
"65C",2219.39142661716,-0.122494290354288,0.257404999231426,-0.475881551329767,0.63415876618396,0.911705120903061,"Pancreatic Cancer"
"65D",3910.23603208174,-0.193632961109254,0.120678074517635,-1.60454135420397,0.108594776588356,0.580193719454955,"Pancreatic Cancer"
"66A",6613.22401957689,0.136731673825279,0.10950309828835,1.24865575460914,0.211791010356799,0.711828663981515,"Pancreatic Cancer"
"66B",275.718392459219,-0.244701159499838,0.297274395674127,-0.823149127744186,0.410423194229853,0.822249482935459,"Pancreatic Cancer"
"66C",4635.2446335284,0.739279544408149,1.7320750208483,0.426817277259781,0.669512421351741,0.916032311247777,"Pancreatic Cancer"
"66D",11612.7841637013,0.0503730164628641,0.121750806827203,0.413738666507211,0.679065506181447,0.916032311247777,"Pancreatic Cancer"
"67A",4636.70973247793,0.177355269027278,0.110952959294189,1.59847263340696,0.109937831177762,0.580193719454955,"Pancreatic Cancer"
"67C",4026.87609632064,-0.0699059685556523,0.134362417068919,-0.520279182829786,0.60286900296857,0.904254621209616,"Pancreatic Cancer"
"67D",20535.8633270213,0.15405482800401,0.0968171378242702,1.59119378517087,0.111565971101851,0.580193719454955,"Pancreatic Cancer"
"68A",4584.52489009899,-0.12046409559893,0.150762724739964,-0.799031032416712,0.42427241817538,0.83449608078204,"Pancreatic Cancer"
"68C",302.704801469378,-0.879178619723761,0.327766687158911,-2.68233061555005,0.00731111655268898,0.206800153918917,"Pancreatic Cancer"
"68D",11389.7014847102,0.172459697990068,0.121531705906934,1.4190510756274,0.155884125922274,0.644502595322581,"Pancreatic Cancer"
"69A",10554.0598370167,0.127900515325027,0.111610029528225,1.14595897757273,0.25181212623485,0.757790756620781,"Pancreatic Cancer"
"69B",791.343169606471,-0.0192566690855439,0.184573385644664,-0.1043306921975,0.916906921962072,0.969115145276639,"Pancreatic Cancer"
"69C",23918.9796350893,0.213785752120799,0.114120390692849,1.8733352630749,0.061022103336004,0.526620619523572,"Pancreatic Cancer"
"69D",7555.35868655529,0.12569260511976,0.11294253970713,1.11288984155741,0.265755743438404,0.770043471231279,"Pancreatic Cancer"
"6A",187.536128153259,-0.685064139593979,0.397231805124528,-1.72459538928213,0.0846004149482132,0.561971443173129,"Pancreatic Cancer"
"6C",18077.5195761773,0.0671369218960579,0.0934594570959846,0.718353433479792,0.472539391436152,0.866322217632945,"Pancreatic Cancer"
"6D",10165.6354685939,0.139835883151385,0.157673654389305,0.886869044121493,0.375149409647063,0.80348798650336,"Pancreatic Cancer"
"70A",10352.5679429218,0.133554687507576,0.100517628478761,1.32866930436779,0.18395709621766,0.70924707994885,"Pancreatic Cancer"
"70B",1330.95720381314,-0.024793403274375,0.148441618250144,-0.16702460918066,0.867350685583303,0.96480581879491,"Pancreatic Cancer"
"70C",8338.78793254432,0.131228256183,0.101504833649173,1.29282765623318,0.196070672876045,0.70924707994885,"Pancreatic Cancer"
"70D",11309.9836099226,0.124540542727084,0.0973081054924782,1.27985785045122,0.200595133722907,0.70924707994885,"Pancreatic Cancer"
"71A",4938.93407557739,-0.253671439105959,0.109044945761252,-2.32630166703332,0.0200024631638542,0.339470374837982,"Pancreatic Cancer"
"71C",17991.3698287543,0.0945560002369441,0.101151248284188,0.934798154653372,0.349892330776667,0.791092066938006,"Pancreatic Cancer"
"71D",17578.7542930603,0.134654812242391,0.102512162387029,1.31354962286338,0.188997811258522,0.70924707994885,"Pancreatic Cancer"
"72A",23674.7226387672,-0.0427460727937196,0.113072795973321,-0.378040291882455,0.705400662547031,0.916866506680385,"Pancreatic Cancer"
"72B",431.207232084654,-0.0476427580935371,0.263183160671194,-0.181025100435887,0.856347874192825,0.959755919378373,"Pancreatic Cancer"
"72D",9836.03048666227,0.025096161077484,0.12348215406279,0.203237150080187,0.838949677146481,0.959755919378373,"Pancreatic Cancer"
"73A",2959.41184216996,-0.210313038720992,0.133890953784741,-1.5707785535617,0.116234095311683,0.580193719454955,"Pancreatic Cancer"
"73B",4859.57902160788,0.0495684530883417,0.141434544243215,0.350469210712076,0.725986592993694,0.921444521876612,"Pancreatic Cancer"
"73C",9458.13988029407,0.0348275628078778,0.111583424022918,0.312121295011744,0.75494834331271,0.93095540719054,"Pancreatic Cancer"
"73D",6155.69030245693,-0.101962794362476,0.202899592934795,-0.502528333781543,0.615295926838756,0.904254621209616,"Pancreatic Cancer"
"74A",5604.24434416439,0.122919115937437,0.167733767145297,0.732822722755403,0.463666560451109,0.859601571245325,"Pancreatic Cancer"
"74B",6341.82056360271,0.115874179862154,0.124699341757637,0.929228480510869,0.352770690569358,0.791092066938006,"Pancreatic Cancer"
"74C",9097.11079700613,-0.123687138589869,0.119434462243296,-1.03560677769797,0.300385628709823,0.783611184920806,"Pancreatic Cancer"
"74D",9956.5423328253,-0.129872117874813,0.132479365736507,-0.980319592812063,0.326928386282056,0.791092066938006,"Pancreatic Cancer"
"75A",6056.70446130546,0.345248161439307,0.226631131264029,1.5233924814905,0.12766054190836,0.611535176561016,"Pancreatic Cancer"
"75D",5890.95771877494,-0.197995362755753,0.160269250570648,-1.23539207958345,0.216684619107448,0.711828663981515,"Pancreatic Cancer"
"76A",12661.4148794249,0.0152622413119962,0.10784595059268,0.141518909408473,0.887460022827105,0.965831160026013,"Pancreatic Cancer"
"76C",406.365160308793,-1.13592230825039,0.310512221673898,-3.65822092968484,0.000253972079590291,0.0208192021165302,"Pancreatic Cancer"
"76D",759.66449221193,-0.665775377023755,0.353162781488595,-1.88517989981132,0.0594055535984029,0.526620619523572,"Pancreatic Cancer"
"77A",10113.7134665851,-0.0613809237259703,0.150596488993632,-0.407585356977119,0.683578116469316,0.916032311247777,"Pancreatic Cancer"
"77B",31466.0842108511,-0.0502714355522011,0.122226139168599,-0.411298564236384,0.680853622250409,0.916032311247777,"Pancreatic Cancer"
"77C",19635.8603801363,-0.00652121647980826,0.136854262471202,-0.0476508101541996,0.961994537344245,0.990590306044352,"Pancreatic Cancer"
"77D",16652.8429826926,0.0229731341852752,0.10344056581197,0.22209018294655,0.824243679914553,0.953954775626528,"Pancreatic Cancer"
"78A",987.90751738567,0.122211247035616,0.222862891381264,0.54836965579228,0.583438107639888,0.901356589398608,"Pancreatic Cancer"
"78B",39252.061984352,-0.0766661352319994,0.112442644659346,-0.68182436889728,0.49535001327498,0.868026610920052,"Pancreatic Cancer"
"78C",10975.6820340897,-0.114444070595823,0.191119283592591,-0.598809646230064,0.549299829000714,0.894332873433157,"Pancreatic Cancer"
"78D",3447.37019375714,0.0862028283012168,0.125612251191541,0.686261311962078,0.492548340810711,0.868026610920052,"Pancreatic Cancer"
"79A",1259.39315986051,0.287897775485281,0.223713850350779,1.2869018839641,0.198128488565322,0.70924707994885,"Pancreatic Cancer"
"79B",8602.80874764611,-0.200530064247455,0.152593270668036,-1.31414749398553,0.188796573948835,0.70924707994885,"Pancreatic Cancer"
"79C",12625.3730386492,-0.120644579165611,0.184749551318631,-0.653016899389052,0.513745383820642,0.886884606124939,"Pancreatic Cancer"
"79D",39650.7418790616,0.102358273258173,0.0922543882485348,1.10952199891476,0.267205059601765,0.770484492249751,"Pancreatic Cancer"
"7A",3739.43262613958,0.202008634938806,0.12734679621132,1.58628753096851,0.112674099534728,0.580193719454955,"Pancreatic Cancer"
"7C",10035.3302838646,0.134513158929075,0.159936511288331,0.841040972105344,0.400324981558963,0.811580338041037,"Pancreatic Cancer"
"7D",2188.2295756868,0.124748701010402,0.16300890180008,0.765287659954904,0.444100270528263,0.842961007997747,"Pancreatic Cancer"
"80A",877.339922403978,0.309181225845943,0.216072134447268,1.43091670120655,0.152454089893377,0.644502595322581,"Pancreatic Cancer"
"80C",5237.05615567859,-0.134898371901661,0.158992458198037,-0.848457677996494,0.396183132633595,0.811492347532259,"Pancreatic Cancer"
"80D",40048.460616042,0.227922378786489,0.110665837498583,2.05955499852795,0.0394411020847613,0.498468396560601,"Pancreatic Cancer"
"81A",1006.33746419409,0.176108764988401,0.224637528857125,0.783968582117061,0.433058545660517,0.83618349428509,"Pancreatic Cancer"
"81D",65584.4997666418,0.0835412713612784,0.138528151007908,0.603063498310242,0.546466447916457,0.894332873433157,"Pancreatic Cancer"
"82A",916.142230554943,0.0654417309582635,0.265319966650898,0.246652115120949,0.805177468256175,0.950794111433044,"Pancreatic Cancer"
"82C",1970.73329218662,-0.332156426519013,0.164334997412304,-2.02121539385587,0.0432574728509639,0.500375991394387,"Pancreatic Cancer"
"82D",5835.79069311395,-0.0150999138500678,0.119526629450246,-0.126330960050649,0.899469950001303,0.965831160026013,"Pancreatic Cancer"
"83A",234.542923468387,-0.303230012913513,0.321009820122185,-0.944612886914473,0.344856545418166,0.791092066938006,"Pancreatic Cancer"
"83B",10528.9025485702,0.0203417060542835,0.115083686178843,0.176755774251721,0.859700229013342,0.959890857206626,"Pancreatic Cancer"
"83C",14512.298405937,-0.0962064293954676,0.11430747899737,-0.841645973118533,0.399986147882809,0.811580338041037,"Pancreatic Cancer"
"84B",9978.40810316105,0.033999445961481,0.135891554849209,0.250195429724888,0.802436219439657,0.949496243719435,"Pancreatic Cancer"
"84C",33790.3578019319,0.0326745051929366,0.106017398023856,0.308199463503002,0.757930560671676,0.93095540719054,"Pancreatic Cancer"
"84D",26591.4772116555,0.192692454451696,0.112092683968768,1.71904577202725,0.0856060377721197,0.561971443173129,"Pancreatic Cancer"
"85C",56911.4173112176,0.209591155216673,0.119646449712116,1.75175406976951,0.0798161050796974,0.561971443173129,"Pancreatic Cancer"
"85D",6280.11937900145,0.128518116795103,0.13950515664564,0.921242768979176,0.356923693500649,0.791092066938006,"Pancreatic Cancer"
"86B",14605.4066272377,0.0928540942557058,0.216705032602854,0.428481485364834,0.668300610328461,0.916032311247777,"Pancreatic Cancer"
"86C",69098.5922239118,-0.0742871486311366,0.167169787560491,-0.444381426304412,0.65676683971671,0.91424936736595,"Pancreatic Cancer"
"86D",35155.2175147227,-0.0253636919245021,0.136902027848479,-0.185268927883042,0.853018108065253,0.959755919378373,"Pancreatic Cancer"
"87B",16924.5400914781,0.122084961825199,0.198124067003535,0.616204601851931,0.537759491610317,0.894332873433157,"Pancreatic Cancer"
"87C",3535.5752912617,-0.347917509089189,0.194202902407704,-1.79151549629665,0.0732106101309946,0.561971443173129,"Pancreatic Cancer"
"87D",14199.8216683902,-0.115751205347118,0.123828967512166,-0.934766780929071,0.349908502597181,0.791092066938006,"Pancreatic Cancer"
"88C",1968.50621300464,-0.236633165722607,0.229044472624788,-1.03313196346043,0.301542146985879,0.783611184920806,"Pancreatic Cancer"
"88D",12961.3059339885,-0.0921807125842378,0.157265813066043,-0.58614590664741,0.557777469023454,0.894332873433157,"Pancreatic Cancer"
"89B",1651.45583916943,-0.192542821753089,0.149983159555435,-1.28376293927801,0.19922491463981,0.70924707994885,"Pancreatic Cancer"
"89C",5142.51370991677,-0.166046288880384,0.184971456880396,-0.897686008862171,0.369352970595099,0.80071410413682,"Pancreatic Cancer"
"89D",1348.43675236087,-0.220014752502002,0.202525431977123,-1.08635616946545,0.277321445237544,0.780705869531285,"Pancreatic Cancer"
"8A",1213.67669760801,0.0558905465682305,0.190533726731709,0.293336762613845,0.769264756384534,0.934444305301459,"Pancreatic Cancer"
"8B",961.263721387629,-0.543810777864593,0.226572799683004,-2.40015914807706,0.0163879451174897,0.324481313326295,"Pancreatic Cancer"
"8C",8322.68406766196,0.142873529285112,0.100448599272975,1.42235462036504,0.154923329878452,0.644502595322581,"Pancreatic Cancer"
"8D",3683.04187077136,0.0528668059791128,0.163612458598338,0.323122129158261,0.746602751781894,0.929982388225165,"Pancreatic Cancer"
"90C",654.541674078573,0.360822901442166,0.258175908973604,1.39758547912794,0.162237581380088,0.651142725268731,"Pancreatic Cancer"
"90D",12968.4755864306,-0.205777991336844,0.178912302374376,-1.15016121645034,0.250077476801031,0.757790756620781,"Pancreatic Cancer"
"91C",1075.10037252851,0.477050043674516,0.235344031590293,2.02703268254113,0.042659070399191,0.500375991394387,"Pancreatic Cancer"
"91D",9148.40119728985,-0.227149931872128,0.115594899915438,-1.96505150346854,0.0494082768046113,0.506008903826537,"Pancreatic Cancer"
"92C",1293.95510623131,-0.379945539935332,0.186926563440981,-2.03259254833139,0.0420937049766089,0.500375991394387,"Pancreatic Cancer"
"92D",29824.1603046864,0.101829176229829,0.120423588720264,0.845591609683481,0.397780607767948,0.811580338041037,"Pancreatic Cancer"
"93C",558.771115741515,-0.184577294538749,0.283571555521715,-0.650902006723359,0.515109745981657,0.886884606124939,"Pancreatic Cancer"
"93D",69256.5468322262,0.167523486051985,0.106389224999518,1.5746283145943,0.115342263228473,0.580193719454955,"Pancreatic Cancer"
"94B",11441.5993386133,0.0810110902622627,0.111389375413206,0.72727843173325,0.46705540790745,0.861586684152252,"Pancreatic Cancer"
"94C",539.637505474636,-0.27269814747231,0.262221446935535,-1.03995363712317,0.298361441096101,0.783611184920806,"Pancreatic Cancer"
"94D",1701.88726815429,-0.432656352185837,0.18206176284995,-2.37642624905494,0.0174812556292889,0.324495807618676,"Pancreatic Cancer"
"95B",8845.70723963565,-0.0680225694142114,0.10885674431136,-0.624881534392101,0.532048812552949,0.894332873433157,"Pancreatic Cancer"
"95C",668.466916869403,-0.0893144242042913,0.243860577577965,-0.366251999775308,0.714177043467144,0.920619313982911,"Pancreatic Cancer"
"95D",1080.0811680693,-0.155988264123222,0.330758282905106,-0.471608035793242,0.637206589873885,0.911705120903061,"Pancreatic Cancer"
"96B",14417.3440713803,0.00171462240178861,0.113834819085559,0.0150623720893331,0.987982420277411,0.997089199896351,"Pancreatic Cancer"
"96C",592.471235024504,0.0917514617827797,0.265652783797965,0.345381141770978,0.7298078526102,0.922449476681669,"Pancreatic Cancer"
"96D",987.845522819654,0.438832687410394,0.232250813807913,1.88947750156577,0.0588278746733654,0.526620619523572,"Pancreatic Cancer"
"97B",5786.00976639994,-0.121966318253312,0.127682129572792,-0.955234053985438,0.339459348163143,0.791092066938006,"Pancreatic Cancer"
"97C",1178.93298715677,0.187297203373753,0.202993977452429,0.922673695664914,0.356177277796744,0.791092066938006,"Pancreatic Cancer"
"97D",550.092015956436,-0.171350024943349,0.288803572169008,-0.59330992223003,0.552973759651005,0.894332873433157,"Pancreatic Cancer"
"98B",1374.89896619735,-0.40046921317625,0.25792646855127,-1.55264876623799,0.120507068449362,0.59158015420596,"Pancreatic Cancer"
"98C",357.418728418767,0.131641088685284,0.300971311755538,0.437387496892756,0.661830350113398,0.91424936736595,"Pancreatic Cancer"
"98D",673.599721985084,0.125648218023789,0.25516531949584,0.492418868959334,0.622423262944812,0.910059516850534,"Pancreatic Cancer"
"99C",3113.2928182168,-0.21670821525427,0.124961836922595,-1.73419517983322,0.0828834579323074,0.561971443173129,"Pancreatic Cancer"
"99D",642.076890687204,0.188288568804848,0.226852313518906,0.830005063136177,0.406535921020834,0.818584193513136,"Pancreatic Cancer"
"9A",1425.55002007064,-0.331984518909816,0.15677730836612,-2.11755465360163,0.0342128020293518,0.479138803976661,"Pancreatic Cancer"
"9B",361.758060743066,-0.969846084681163,0.329383925054326,-2.94442445702596,0.00323555923068839,0.1478401679253,"Pancreatic Cancer"
"9C",2979.93185132242,0.0105515965491587,0.122225501943634,0.0863289279353883,0.931204943143943,0.973830521527292,"Pancreatic Cancer"
"9D",2920.80321887139,-0.00461472461515525,0.182808089740499,-0.0252435470536668,0.979860702485165,0.993237640403051,"Pancreatic Cancer"
">peptide17B",70178.3277057472,-0.125632042836695,0.123495972517095,-1.01729668001362,0.309012315501796,0.786808744171196,"Pancreatic Cancer"
">peptide54A (partial peptide from chrM ND4L)",25558.2193123558,-0.0100637524784739,0.149944176347773,-0.0671166611708383,0.946488830106561,0.979467534988323,"Pancreatic Cancer"
"MISSING",5907.68189642508,-0.0869616149118674,0.196408925861964,-0.442757957817986,0.657940815888705,0.91424936736595,"Pancreatic Cancer"
